StudyID,Obs ID,DOI,DispersingAgent,DispersingAgent.SodiumHex,DispersingAgent.OtherSolution,DispersingAgent.GlassBeads,DispersingAgent.Sonication,DispersingAgent.Combo,FractionationMethod,FractionationMethod.Size,FractionationMethod.Density,FractionationMethod.SizeAndDensity,Continent,Continent.Africa,Continent.Asia,Continent.Australia,Continent.Europe,Continent.NorthAmerica,Continent.SouthAmerica,country,ResponseCalc,ResponseCalc.Direct,ResponseCalc.Indirect,rv type,summed,rv,mean control in g kg-1,mean treatment in g kg-1,sd control in g kg -1,sd treatment in g kg-1,sd imputed in g kg-1,control BD (Mg m-3),treat BD (Mg m-3),mean control in Mg ha-1,mean treatment in Mg ha-1,sd control in Mg ha-1,sd treatment in Mg ha-1,sd imputed in Mg ha-1,depth upper limit (cm),depth lower limit (cm),depth type,depth surface,depth subsoil,depth deepsoil,soilorder,soilorder.Alfisols,soilorder.Inceptisols,soilorder.Mollisols,soilorder.Oxisols,soilorder.Spodosols,soilorder.Ultisols,Baseline depth (cm),Baseline % sand,Baseline % silt,Baseline % clay,Baseline TOC %,Baseline pH,pH method,SoilCollectionSeason,SoilCollectionSeason.spring,SoilCollectionSeason.summer,SoilCollectionSeason.fall,SoilCollectionSeason.winter,location name,lat decimal,long decimal,maincrop,maincrop.cereal,maincrop.legume,maincrop.cereallegume,maincrop.otherrowcrop,maincrop.perennial,number of crop species in control,cover crop added,ccadded.grass,ccadded.legume,ccadded.grasslegume,ccadded.brassica,ccadded.grassbrassica,ccadded.legumebrassica,ccadded.grasslegumebrassica,total C inputs cover crops (Mg ha-1 yr-1),bg C inputs cover crops (Mg ha-1 yr-1),ag C inputs cover crops (Mg ha-1 yr-1),ag C inputs fallow (Mg ha-1 yr-1),ccseason,ccseason.spring,ccseason.summer,ccseason.fall,ccseason.winter,ccseason.yearround,number crop species added,duration (yr),reps,tillage,tillage conventional,tillage reducednotill,N fertilization rate (kg ha-1 yr-1),N type,residue removal (%),logRR type,logRR,percent change,var,Further notes,Further notes 2
Jill,0665,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,1,PON,0.380522292,0.483743307,0.080500927,0.033730754,,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,14.00,65.00,21.00,3.05,6.2,NA,summer,0,1,0,0,Illinois,40.05,-88.25,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,reduced,0,1,NA,NA,NA,gkg,0.240,27,0.0124043,"ridge tillage, considered a form of conservation tillage",
Jill,0666,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,1,PON,0.158641313,0.211996243,0.027050163,0.034983265,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,59.40,33.20,7.40,1.01,5.8,NA,summer,0,1,0,0,Michigan,42.4,-85.4,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,conventional,1,0,NA,NA,NA,gkg,0.290,34,0.0140763,chisel plow,
Jill,0667,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,1,PON,0.329926397,0.369522546,0.029802302,0.055090098,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,59.40,33.20,7.40,1.01,5.8,NA,summer,0,1,0,0,Michigan,42.4,-85.4,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,reduced,0,1,NA,NA,NA,gkg,0.113,12,0.0075964,"ridge tillage, considered a form of conservation tillage",
Jill,0668,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,1,PON,0.223383762,0.242199893,0.050698632,0.017506772,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,12.00,49.70,38.30,1.38,6,NA,summer,0,1,0,0,Pennsylvania,40.7833333,-77.85,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,conventional,1,0,NA,NA,NA,gkg,0.081,8,0.0141836,chisel plow,
Jill,0669,10.1016/j.geoderma.2019.114001,combo,0,0,0,0,1,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,1,PON,0.29580643,0.319210207,0.022896272,0.03882311,,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,NA,12.00,49.70,38.30,1.38,6,NA,summer,0,1,0,0,Pennsylvania,40.7833333,-77.85,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,3,4,reduced,0,1,NA,NA,NA,gkg,0.076,8,0.0051958,"ridge tillage, considered a form of conservation tillage",
Neto,0930,10.1016/j.geodrs.2020.e00347,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,PON,0.3,0.3,0.03278413401,0.03278413401,1,1.4,1.3,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.90,9.10,44.00,0.75,4.2,CaCl2,spring,1,0,0,0,Botucatu,-22.8166667,-48.38333333,soybean-corn-rice-common bean,0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,5,7,4,no-till,0,1,NA,NA,NA,gkg,0.000,0,0.0059711,,
Obry,0945,10.2136/sssaj2017.12.0415,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,PON,0.395,0.448,0.04316577645,0.04895764012,1,1.1,1.2,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Boone County,42.017584,-93.76448,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,4,4,no-till,0,1,NA,NA,35,gkg,0.126,13,0.0059711,,
Roso,0981,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,PON,0.32,0.39,0.03496974294,0.04261937421,1,1.35,1.35,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,millet,1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.198,22,0.0059711,sorghum grew in all plots as a winter cover crop,
Roso,0982,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,PON,0.32,0.59,0.03496974294,0.06447546355,1,1.35,1.35,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,sunn hemp,0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.612,84,0.0059711,sorghum grew in all plots as a winter cover crop,
Roso,0983,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,PON,0.32,0.33,0.03496974294,0.03606254741,1,1.35,1.35,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,cober crop,1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.031,3,0.0059711,sorghum grew in all plots as a winter cover crop,
Moor,0789,10.2136/sssaj2013.09.0401,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,SOM,49.3,54.4,5.387526022,5.9448563,1,1.26,1.26,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,summer,0,1,0,0,Boyd Farm,42.0072222,-93.79194444,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,0.74025,NA,winter,0,0,0,1,0,1,10,10,no-till,0,1,104,NA,NA,gkg,0.098,10,0.0023884,rye after silage,
Moor,0790,10.2136/sssaj2013.09.0401,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,SOM,49.3,56.5,5.387526022,6.174345239,1,1.26,1.26,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,summer,0,1,0,0,Boyd Farm,42.0072222,-93.79194444,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,0.74025,NA,winter,0,0,0,1,0,1,10,10,no-till,0,1,104,NA,NA,gkg,0.136,15,0.0023884,rye after both silage and soybean,
Moor,0791,10.2136/sssaj2013.09.0401,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,SOM,49.3,49.5,5.387526022,5.409382112,1,1.26,1.26,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,summer,0,1,0,0,Boyd Farm,42.0072222,-93.79194444,"corn,soybean",0,0,1,0,0,2,rye,1,0,0,0,0,0,0,NA,NA,0.74025,NA,winter,0,0,0,1,0,1,10,10,no-till,0,1,104,NA,NA,gkg,0.004,0,0.0023884,rye after soybean,
Cast,0218,10.2136/vzj2014.07.0093,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1,1.13,0.1092804467,0.1234869048,1,NA,NA,,,,,,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,0-20,46.90,9.10,44.00,NA,4.2,CaCl2,spring,1,0,0,0,Botucatu,-22.8,-48.41666667,"soybean, corn, rice",0,0,1,0,0,3,"pearl millet, pigeon pea, sunn hemp, lupine bean",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,4,5,8,no-till,0,1,NA,NA,NA,gkg,0.122,13,0.0029856,,
Nasc,0884,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.02,1.2,0.1114660556,0.131136536,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Panicum maximum,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.163,18,0.0079615,,
Nasc,0885,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.02,1.17,0.1114660556,0.1278581226,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria ruziziensis,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.137,15,0.0079615,,
Nasc,0886,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.02,1.03,0.1114660556,0.1125588601,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria brizantha,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.010,1,0.0079615,,
Nasc,0887,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.02,1.24,0.1114660556,0.1355077539,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,millet,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,no-till,0,1,55,organic,NA,gkg,0.195,22,0.0079615,,
Nasc,0888,10.1016/j.still.2013.02.008,other solution,0,1,0,0,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,0.96,0.96,0.1049092288,0.1049092288,1,NA,NA,,,,,,0,5,surface,1,0,0,NA,0,0,0,0,0,0,0-20,NA,NA,NA,1.04,6.25,water,fall,0,0,1,0,Santo Antonio de Goias,-16.45,-49.28333333,rice,1,0,0,0,0,1,Brachiaria brizantha,1,0,0,0,0,0,0,NA,NA,NA,NA,year-round,0,0,0,0,1,1,2,3,conventional,1,0,55,organic,NA,gkg,0.000,0,0.0079615,,
Neto,0933,10.1016/j.geodrs.2020.e00347,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.5,1.4,0.1639206701,0.1529926254,1,1.4,1.3,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.90,9.10,44.00,0.75,4.2,CaCl2,spring,1,0,0,0,Botucatu,-22.8166667,-48.38333333,soybean-corn-rice-common bean,0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,5,7,4,no-till,0,1,NA,NA,NA,gkg,-0.069,-7,0.0059711,,
Obry,0947,10.2136/sssaj2017.12.0415,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,TN,2,2,0.2185608934,0.2185608934,1,1.1,1.2,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,fall,0,0,1,0,Boone County,42.017584,-93.76448,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,4,4,no-till,0,1,NA,NA,35,gkg,0.000,0,0.0059711,,
Roso,0987,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.82,1.95,0.198890413,0.2130968711,1,1.35,1.35,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,millet,1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.069,7,0.0059711,sorghum grew in all plots as a winter cover crop,
Roso,0988,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.82,1.99,0.198890413,0.2174680889,1,1.35,1.35,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,sunn hemp,0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.089,9,0.0059711,sorghum grew in all plots as a winter cover crop,
Roso,0989,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.82,1.85,0.198890413,0.2021688264,1,1.35,1.35,,,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,cober crop,1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.016,2,0.0059711,sorghum grew in all plots as a winter cover crop,
Roso,0990,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.792592593,1.866666667,0.1958953193,0.2039901672,1,1.35,1.35,1.21,1.26,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,millet,1,0,0,0,0,0,0,3.906765735,1.0892397,2.817526035,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.040,4,0.0059711,sorghum grew in all plots as a winter cover crop,
Roso,0991,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.792592593,1.925925926,0.1958953193,0.2104660455,1,1.35,1.35,1.21,1.3,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,sunn hemp,0,1,0,0,0,0,0,1.893090315,0.684063495,1.20902682,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,0.072,7,0.0059711,sorghum grew in all plots as a winter cover crop,
Roso,0992,10.1111/sum.12309,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TN,1.792592593,1.762962963,0.1958953193,0.1926573801,1,1.35,1.35,1.21,1.19,,,,0,5,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,46.20,9.95,43.85,0.96,5.3,CaCl2,spring,1,0,0,0,"Botucatu, SP",-22.8166667,-48.41666667,soybean,0,1,0,0,0,2,cober crop,1,0,0,0,0,0,0,3.94777797,1.045740165,2.902037805,NA,spring,1,0,0,0,0,1,3,4,no-till,0,1,0,NA,NA,gkg,-0.017,-2,0.0059711,sorghum grew in all plots as a winter cover crop,
Ruis17,1021,10.1007/s12155-017-9858-z,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,TN,2.6,2.6,0.2841291614,0.2841291614,1,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,2.36,NA,NA,spring,1,0,0,0,Rogers Memorial Farm,40.846,-96.472,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,0.22839,NA,winter,0,0,0,1,0,1,3,4,no-till,0,1,NA,NA,50,gkg,0.000,0,0.0059711,early-terminated cover crop,rainfed site
Ruis17,1022,10.1007/s12155-017-9858-z,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,TN,2.6,2.8,0.2841291614,0.3059852508,1,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,2.36,NA,NA,spring,1,0,0,0,Rogers Memorial Farm,40.846,-96.472,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,0.7233,NA,winter,0,0,0,1,0,1,3,4,no-till,0,1,NA,NA,50,gkg,0.074,8,0.0059711,late-terminated cover crop,rainfed site
Ruis17,1023,10.1007/s12155-017-9858-z,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,TN,2.5,2.7,0.2732011168,0.2950572061,1,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,2.20,NA,NA,spring,1,0,0,0,South Central Agricultural Laboratory,40.582,-98.144,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,0.1179,NA,winter,0,0,0,1,0,1,3,4,no-till,0,1,NA,NA,50,gkg,0.077,8,0.0059711,early-terminated cover crop,irrigated site
Ruis17,1024,10.1007/s12155-017-9858-z,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,TN,2.5,2.7,0.2732011168,0.2950572061,1,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,2.20,NA,NA,spring,1,0,0,0,South Central Agricultural Laboratory,40.582,-98.144,corn,1,0,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,1.2867,NA,winter,0,0,0,1,0,1,3,4,no-till,0,1,NA,NA,50,gkg,0.077,8,0.0059711,late-terminated cover crop,irrigated site
Amad,0003,10.2134/jeq2005.0233,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,,,,,,NA,NA,6.76,8.22,0.8343651748,1.014568304,1,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,A horizon,66.00,25.30,8.70,NA,4.5,water,NA,0,0,0,0,Santa Maria,-29.75,-53.7,corn,1,0,0,0,0,1,ryegrass,1,0,0,0,0,0,0,NA,NA,3.76,NA,winter,0,0,0,1,0,1,10,2,no-till,0,1,120,organic,NA,mgha,0.196,22,0.0152342,,
Amad,0004,10.2134/jeq2005.0233,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,,,,,,NA,NA,6.76,9.42,0.8343651748,1.162680465,1,0,5,surface,1,0,0,Alfisols,1,0,0,0,0,0,A horizon,66.00,25.30,8.70,NA,4.5,water,NA,0,0,0,0,Santa Maria,-29.75,-53.7,corn,1,0,0,0,0,1,velvet beans,0,1,0,0,0,0,0,NA,NA,4.51,NA,winter,0,0,0,1,0,1,10,2,no-till,0,1,120,organic,NA,mgha,0.332,39,0.0152342,,
Balb,0025,10.1590/S0100-204X2011001000032,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,48.82,57.96,5.335071408,6.333894691,1,1,0.99,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,0-20,5.00,44.40,50.60,2.87,5.25,NA,spring,1,0,0,0,North Plateau of Santa Catarina State,-26.4833333,-50.4,corn-common bean-soybean,0,0,1,0,0,3,"black oat, ryegrass, vetch ",0,0,1,0,0,0,0,NA,NA,1.996875,NA,winter,0,0,0,1,0,3,4,3,no-till,0,1,0,NA,NA,gkg,0.172,19,0.0079615,,
Balb,0026,10.1590/S0100-204X2011001000032,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,48.82,50.76,5.335071408,5.547075474,1,1,0.97,,,,,,0,5,surface,1,0,0,Inceptisols,0,1,0,0,0,0,0-20,5.00,44.40,50.60,2.87,5.25,NA,spring,1,0,0,0,North Plateau of Santa Catarina State,-26.4833333,-50.4,corn-common bean-soybean,0,0,1,0,0,3,oilseed radish,0,0,0,1,0,0,0,NA,NA,1.17225,NA,winter,0,0,0,1,0,1,4,3,no-till,0,1,0,NA,NA,gkg,0.039,4,0.0079615,,
Belt18,0173,10.1007/s12665-018-7606-0,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,23.4,27.92,0.8767,0.6335,,NA,NA,,,,,,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Balcarce Research Station,-37.75,-58.25,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,2.2,0,winter,0,0,0,1,0,1,8,3,no-till,0,1,0,NA,NA,gkg,0.177,19,0.0006395,,
Belt21,0198,10.1002/saj2.20257,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,,,,,,NA,NA,6.9,9,0.8516449269,1.110841209,1,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,54.50,26.90,18.60,NA,5.6,water,spring,1,0,0,0,Villegas coarse textured soil,-34.9,-62.06666667,soybean,0,1,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,2.01,NA,winter,0,0,0,1,0,1,8,3,no-till,0,1,NA,NA,NA,mgha,0.266,30,0.0101561,,
Belt21,0199,10.1002/saj2.20257,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,,,,,,NA,NA,14.1,16.7,1.740317894,2.061227577,1,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,23.60,56.90,19.50,NA,5.7,water,spring,1,0,0,0,Balcarce fine-textured soil with high temperature and rainfall,-37.75,-58.25,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,1.96,NA,winter,0,0,0,1,0,1,8,3,no-till,0,1,NA,NA,NA,mgha,0.169,18,0.0101561,,
Belt21,0200,10.1002/saj2.20257,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,total organic matter,0,TOC,,,,,,NA,NA,7.2,7.4,0.8886729672,0.9133583274,1,0,5,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,8.30,70.80,20.90,NA,6,water,spring,1,0,0,0,Oliveros fine-textured soil with low temperature and rainfall,-32.5333333,-60.86666667,soybean,0,1,0,0,0,1,wheat,1,0,0,0,0,0,0,NA,NA,1.58,NA,winter,0,0,0,1,0,1,8,3,no-till,0,1,NA,NA,NA,mgha,0.027,3,0.0101561,,
