StudyID,Obs ID,DOI,DispersingAgent,DispersingAgent.SodiumHex,DispersingAgent.OtherSolution,DispersingAgent.GlassBeads,DispersingAgent.Sonication,DispersingAgent.Combo,FractionationMethod,FractionationMethod.Size,FractionationMethod.Density,FractionationMethod.SizeAndDensity,Continent,Continent.Africa,Continent.Asia,Continent.Australia,Continent.Europe,Continent.NorthAmerica,Continent.SouthAmerica,country,ResponseCalc,ResponseCalc.Direct,ResponseCalc.Indirect,rv type,summed,rv,mean control in g kg-1,mean treatment in g kg-1,sd control in g kg -1,sd treatment in g kg-1,sd imputed in g kg-1,control BD (Mg m-3),treat BD (Mg m-3),mean control in Mg ha-1,mean treatment in Mg ha-1,sd control in Mg ha-1,sd treatment in Mg ha-1,sd imputed in Mg ha-1,depth upper limit (cm),depth lower limit (cm),depth type,depth surface,depth subsoil,depth deepsoil,soilorder,soilorder.Alfisols,soilorder.Inceptisols,soilorder.Mollisols,soilorder.Oxisols,soilorder.Spodosols,soilorder.Ultisols,Baseline depth (cm),Baseline % sand,Baseline % silt,Baseline % clay,Baseline TOC %,Baseline pH,pH method,SoilCollectionSeason,SoilCollectionSeason.spring,SoilCollectionSeason.summer,SoilCollectionSeason.fall,SoilCollectionSeason.winter,location name,lat decimal,long decimal,maincrop,maincrop.cereal,maincrop.legume,maincrop.cereallegume,maincrop.otherrowcrop,maincrop.perennial,number of crop species in control,cover crop added,ccadded.grass,ccadded.legume,ccadded.grasslegume,ccadded.brassica,ccadded.grassbrassica,ccadded.legumebrassica,ccadded.grasslegumebrassica,total C inputs cover crops (Mg ha-1 yr-1),bg C inputs cover crops (Mg ha-1 yr-1),ag C inputs cover crops (Mg ha-1 yr-1),ag C inputs fallow (Mg ha-1 yr-1),ccseason,ccseason.spring,ccseason.summer,ccseason.fall,ccseason.winter,ccseason.yearround,number crop species added,duration (yr),reps,tillage,tillage conventional,tillage reducednotill,N fertilization rate (kg ha-1 yr-1),N type,residue removal (%),logRR type,logRR,percent change,var,Further notes,Further notes 2
Zana,1332,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,0.35,0.4,0.03824815635,0.04371217868,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,conventional,1,0,0,organic,NA,gkg,0.134,14,0.0079615,,
Zana,1333,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,0.48,0.7,0.05245461442,0.07649631269,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,conventional,1,0,180,organic,NA,gkg,0.377,46,0.0079615,,
Zana,1334,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,0.88,1,0.0961667931,0.1092804467,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,0,organic,NA,gkg,0.128,14,0.0079615,,
Zana,1335,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,0.8,1.32,0.08742435736,0.1442501896,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,180,organic,NA,gkg,0.501,65,0.0079615,,
Baye09,0129,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,7.777777778,8.223684211,0.8499590299,0.898687884,,1.44,1.52,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,0.056,6,0.0119422,,
Baye09,0130,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,7.777777778,7.628205128,0.8499590299,0.8336136639,,1.44,1.56,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,-0.019,-2,0.0119422,,
Baye09,0131,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,7.777777778,11.02739726,0.8499590299,1.205078899,,1.44,1.46,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,mucuna,0,1,0,0,0,0,0,NA,NA,2,0.72,summer,0,1,0,0,0,1,8,2,no-till,0,1,NA,NA,NA,gkg,0.349,42,0.0119422,,
Zana,1352,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,8.6,10.7,0.9398118416,1.16930078,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,conventional,1,0,0,organic,NA,gkg,0.218,24,0.0079615,,
Zana,1353,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,9.7,11.3,1.060020333,1.234869048,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,conventional,1,0,180,organic,NA,gkg,0.153,16,0.0079615,,
Zana,1354,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,11.6,15.9,1.267653182,1.737559103,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,0,organic,NA,gkg,0.315,37,0.0079615,,
Zana,1355,10.1590/1678-992X-2017-0322,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,14.3,16.7,1.562710388,1.82498346,1,NA,NA,,,,,,2.5,5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Southern Brazil,-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,180,organic,NA,gkg,0.155,17,0.0079615,,
Baye01,0053,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAOC,11.69014085,14.54545455,1.277503814,1.58953377,1,1.42,1.54,8.3,11.2,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,"oat, vetch, cowpea",0,0,1,0,0,0,0,NA,NA,5.14,0.47,winter and summer,0,1,0,1,0,3,12,3,no-till,0,1,NA,NA,NA,gkg,0.219,24,0.0079615,,
Baye01,0054,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAOC,11.69014085,15.97122302,1.277503814,1.745342386,1,1.42,1.39,8.3,11.1,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,cajanus,0,1,0,0,0,0,0,NA,NA,5.8,0.47,year-round,0,0,0,0,1,1,12,3,no-till,0,1,NA,NA,NA,gkg,0.312,37,0.0079615,,
Baye01,0061,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAON,0.9915492958,1.294805195,0.10835695,0.1414968901,1,1.42,1.54,0.704,0.997,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,"oat, vetch, cowpea",0,0,1,0,0,0,0,NA,NA,5.14,0.47,winter and summer,0,1,0,1,0,3,12,3,no-till,0,1,NA,NA,NA,gkg,0.267,31,0.0079615,,
Baye01,0062,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,maom fraction,0,MAON,0.9915492958,1.494964029,0.10835695,0.1633703369,1,1.42,1.39,0.704,1.039,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,cajanus,0,1,0,0,0,0,0,NA,NA,5.8,0.47,year-round,0,0,0,0,1,1,12,3,no-till,0,1,NA,NA,NA,gkg,0.411,51,0.0079615,,
Baye01,0069,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,pom fraction,0,POC,1.126760563,1.818181818,0.1231328977,0.1986917213,1,1.42,1.54,0.8,1.4,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,"oat, vetch, cowpea",0,0,1,0,0,0,0,NA,NA,5.14,0.47,winter and summer,0,1,0,1,0,3,12,3,no-till,0,1,NA,NA,NA,gkg,0.478,61,0.0079615,,
Baye01,0070,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,pom fraction,0,POC,1.126760563,3.021582734,0.1231328977,0.3301999109,1,1.42,1.39,0.8,2.1,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,cajanus,0,1,0,0,0,0,0,NA,NA,5.8,0.47,year-round,0,0,0,0,1,1,12,3,no-till,0,1,NA,NA,NA,gkg,0.986,168,0.0079615,,
Baye01,0077,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,pom fraction,0,PON,0.03661971831,0.06753246753,0.004001819175,0.007379978219,1,1.42,1.54,0.026,0.052,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,"oat, vetch, cowpea",0,0,1,0,0,0,0,NA,NA,5.14,0.47,winter and summer,0,1,0,1,0,3,12,3,no-till,0,1,NA,NA,NA,gkg,0.612,84,0.0079615,,
Baye01,0078,10.2136/sssaj2001.6551473x,glass beads,0,0,1,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,pom fraction,0,PON,0.03661971831,0.0964028777,0.004001819175,0.01053494954,1,1.42,1.39,0.026,0.067,,,,2.5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Experimental Station of the Feteral University of Rio Grande do Sul,-30.8477778,-51.63555556,corn,1,0,0,0,0,1,cajanus,0,1,0,0,0,0,0,NA,NA,5.8,0.47,year-round,0,0,0,0,1,1,12,3,no-till,0,1,NA,NA,NA,gkg,0.968,163,0.0079615,,
Mott,0799,10.1080/00103620701663065,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POC,201,215,21.96536979,23.49529604,1,NA,NA,,,,,,3,6,surface,1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Alabama Agriculture Experiment Station,34.6916667,-86.89027778,cotton,0,0,0,1,0,1,wheat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,21,4,conventional,1,0,80,inorganic,NA,gkg,0.067,7,0.0059711,,
Mott,0800,10.1080/00103620701663065,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,pom fraction,0,POC,167,193,18.2498346,21.09112621,1,NA,NA,,,,,,3,6,surface,1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Alabama Agriculture Experiment Station,34.6916667,-86.89027778,cotton,0,0,0,1,0,1,wheat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,9,4,no-till,0,1,80,inorganic,NA,gkg,0.145,16,0.0059711,,
Mott,0803,10.1080/00103620701663065,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,SOC,9.3,11,1.016308154,1.202084914,1,NA,NA,,,,,,3,6,surface,1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Alabama Agriculture Experiment Station,34.6916667,-86.89027778,cotton,0,0,0,1,0,1,wheat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,21,4,conventional,1,0,80,inorganic,NA,gkg,0.168,18,0.0059711,,
Mott,0804,10.1080/00103620701663065,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,North America,0,0,0,0,1,0,USA,direct,1,0,total organic matter,0,SOC,10,10.4,1.092804467,1.136516646,1,NA,NA,,,,,,3,6,surface,1,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,spring,1,0,0,0,Alabama Agriculture Experiment Station,34.6916667,-86.89027778,cotton,0,0,0,1,0,1,wheat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,9,4,no-till,0,1,80,inorganic,NA,gkg,0.039,4,0.0059711,,
Baye09,0090,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,7.11409396,6.453488372,0.7774313658,0.7052400921,,1.49,1.72,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,-0.097,-9,0.0119422,,
Baye09,0091,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,7.11409396,5.849056604,0.7774313658,0.6391875184,,1.49,1.59,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,-0.196,-18,0.0119422,,
Baye09,0092,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,7.11409396,7.5,0.7774313658,0.8196033503,,1.49,1.68,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,mucuna,0,1,0,0,0,0,0,NA,NA,2,0.72,summer,0,1,0,0,0,1,8,2,no-till,0,1,NA,NA,NA,gkg,0.053,5,0.0119422,,
Baye09,0111,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,0.3355704698,0.2906976744,0.03667129084,0.03176757172,,1.49,1.72,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,-0.144,-13,0.0119422,,
Baye09,0112,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,0.3355704698,0.4402515723,0.03667129084,0.04811088848,,1.49,1.59,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,0.272,31,0.0119422,,
Baye09,0113,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,pom fraction,0,POC,0.3355704698,0.3571428571,0.03667129084,0.03902873096,,1.49,1.68,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,mucuna,0,1,0,0,0,0,0,NA,NA,2,0.72,summer,0,1,0,0,0,1,8,2,no-till,0,1,NA,NA,NA,gkg,0.062,6,0.0119422,,
Baye09,0132,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,7.44966443,6.744186047,0.8141026566,0.7370076638,,1.49,1.72,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,-0.099,-9,0.0119422,,
Baye09,0133,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,7.44966443,6.289308176,0.8141026566,0.6872984069,,1.49,1.59,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,winter,0,0,0,1,0,2,8,2,no-till,0,1,NA,NA,NA,gkg,-0.169,-16,0.0119422,,
Baye09,0134,10.1080/00103620902820365,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,direct,1,0,total organic matter,0,TOC,7.44966443,7.857142857,0.8141026566,0.8586320812,,1.49,1.68,,,,,,5,7.5,surface,1,0,0,Ultisols,0,0,0,0,0,1,0-20,66.00,25.30,8.70,NA,NA,NA,spring,1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,corn,1,0,0,0,0,1,mucuna,0,1,0,0,0,0,0,NA,NA,2,0.72,summer,0,1,0,0,0,1,8,2,no-till,0,1,NA,NA,NA,gkg,0.053,5,0.0119422,,
Belt21,0180,10.1002/saj2.20257,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,,,,,,NA,NA,4.216,4.277,0.520367393,0.5278964279,1,5,10,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,54.50,26.90,18.60,NA,5.6,water,spring,1,0,0,0,Villegas coarse textured soil,-34.9,-62.06666667,soybean,0,1,0,0,0,1,rye,1,0,0,0,0,0,0,NA,NA,2.01,NA,winter,0,0,0,1,0,1,8,3,no-till,0,1,NA,NA,NA,mgha,0.014,1,0.0101561,,
Belt21,0181,10.1002/saj2.20257,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,,,,,,NA,NA,11.526,12.001,1.422617308,1.481245039,1,5,10,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,23.60,56.90,19.50,NA,5.7,water,spring,1,0,0,0,Balcarce fine-textured soil with high temperature and rainfall,-37.75,-58.25,soybean,0,1,0,0,0,1,oat,1,0,0,0,0,0,0,NA,NA,1.96,NA,winter,0,0,0,1,0,1,8,3,no-till,0,1,NA,NA,NA,mgha,0.040,4,0.0101561,,
Belt21,0182,10.1002/saj2.20257,other solution,0,1,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Argentina,direct,1,0,maom fraction,0,MAOC,,,,,,NA,NA,3.691,3.818,0.4555683225,0.4712435262,1,5,10,surface,1,0,0,Mollisols,0,0,1,0,0,0,NA,8.30,70.80,20.90,NA,6,water,spring,1,0,0,0,Oliveros fine-textured soil with low temperature and rainfall,-32.5333333,-60.86666667,soybean,0,1,0,0,0,1,wheat,1,0,0,0,0,0,0,NA,NA,1.58,NA,winter,0,0,0,1,0,1,8,3,no-till,0,1,NA,NA,NA,mgha,0.034,3,0.0101561,,
Cast,0214,10.2136/vzj2014.07.0093,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,9.53,9.33,1.041442657,1.019586568,1,NA,NA,,,,,,5,10,surface,1,0,0,Alfisols,1,0,0,0,0,0,0-20,46.90,9.10,44.00,NA,4.2,CaCl2,spring,1,0,0,0,Botucatu,-22.8,-48.41666667,"soybean, corn, rice",0,0,1,0,0,3,"pearl millet, pigeon pea, sunn hemp, lupine bean",0,0,1,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,4,5,8,no-till,0,1,NA,NA,NA,gkg,-0.021,-2,0.0029856,,
Conc,0272,10.1016/j.still.2013.01.006,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,7.388535032,8.407643312,0.8074224087,0.9187910168,1,1.57,1.57,5.8,6.6,,,,5,10,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Eldorado do Sul,-31.4194444,-52.40555556,corn,1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,conventional,1,0,0,NA,NA,gkg,0.129,14,0.0079615,,
Conc,0273,10.1016/j.still.2013.01.006,sonication,0,0,0,1,0,density,0,1,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,7.065868263,8.502994012,0.7721612402,0.9292109839,1,1.67,1.67,5.9,7.1,,,,5,10,surface,1,0,0,Ultisols,0,0,0,0,0,1,NA,54.00,24.00,22.00,NA,NA,NA,spring,1,0,0,0,Eldorado do Sul,-31.4194444,-52.40555556,corn,1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,winter and summer,0,1,0,1,0,2,18,3,no-till,0,1,0,NA,NA,gkg,0.185,20,0.0079615,,
deCa,0321,10.1590/S0100-06832011000300016,sodium hexametaphosphate,1,0,0,0,0,size,1,0,0,South America,0,0,0,0,0,1,Brazil,indirect,0,1,maom fraction,0,MAOC,20.5511811,20.40909091,2.245842251,2.230314571,1,1.27,1.32,13.05,13.47,,,,5,10,surface,1,0,0,Oxisols,0,0,0,1,0,0,0-20,NA,NA,NA,NA,4.5,water,fall,0,0,1,0,FUNDACEP,-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,oat,1,0,0,0,0,0,0,NA,NA,NA,NA,winter,0,0,0,1,0,1,19,3,conventional,1,0,60,NA,NA,gkg,-0.007,-1,0.0079615,,
