"","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"80",80,"Cast",215,"10.2136/vzj2014.07.0093","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",4.66,5.52,0.5092468816,0.6032280658,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,"0-20",46.9,9.1,44,NA,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8,-48.41666667,"soybean, corn, rice",0,0,1,0,0,3,"pearl millet, pigeon pea, sunn hemp, lupine bean",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,4,5,8,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.169,18,0.0029856,"","",20.6,1283,"surface","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,NA,4.2,4,NA,5,NA,7
"81",81,"Conc",276,"10.1016/j.still.2013.01.006","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",1.986754967,3.311258278,0.1085567351,0.1809278919,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Eldorado do Sul",-31.4194444,-52.40555556,"corn",1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,0,NA,NA,"gkg",0.511,67,0.0019904,"","",17.8,1428,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,8
"82",82,"Conc",277,"10.1016/j.still.2013.01.006","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",4.195804196,7.412587413,0.2292596784,0.4050254318,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Ultisols",0,0,0,0,0,1,NA,54,24,22,NA,NA,NA,"spring",1,0,0,0,"Eldorado do Sul",-31.4194444,-52.40555556,"corn",1,0,0,0,0,1,"vetch, cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.569,77,0.0019904,"","",17.8,1428,"surface","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,8
"83",83,"Cres",297,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,2.01,2.8,0.6581793069,0.2771281292,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",42.91,32.91,24.18,NA,5.4,"water","fall",0,0,1,0,"Balcare (site 1)",-37.7536111,-58.29805556,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,2.82,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"reduced or no-till",0,1,60,"organic",NA,"mgha",0.331,39,0.039007,"","",14,827,"surface","legume","legume","grass","grass",42.91,32.91,24.18,NA,5.4,1,NA,10,60,21
"84",84,"Cres",298,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,1.7,3.09,0.2598076211,1.489563695,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",13.31,62.7,23.99,NA,6,"water","fall",0,0,1,0,"Marcos Juarez (site 2)",-32.7202778,-62.10388889,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,3.23,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"reduced or no-till",0,1,80,"organic",NA,"mgha",0.598,82,0.0852459,"","",17.1,860,"surface","legume","legume","grass","grass",13.31,62.7,23.99,NA,6,1,NA,10,80,21
"85",85,"Cres",299,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,2.25,1.9,1.645448267,1.368320138,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",17.78,55.13,27.08,NA,6.3,"water","fall",0,0,1,0,"Parana (site 3)",-31.8497222,-60.53944444,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,3.55,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"reduced or no-till",0,1,46,"organic",NA,"mgha",-0.169,-16,0.3511525,"","",18.1,1005,"surface","legume","legume","grass","grass",17.78,55.13,27.08,NA,6.3,1,NA,10,46,21
"86",86,"Cres",300,"10.1016/j.catena.2021.105145","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",0,"POC",NA,NA,NA,NA,NA,NA,NA,0.26,1.17,0.08660254038,1.454922678,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",65.03,21.8,13.17,NA,6,"water","fall",0,0,1,0,"General Villegas (site 4)",-34.8741667,-62.75888889,"soybean",0,1,0,0,0,1,"rye",1,0,0,0,0,0,0,3.88,NA,NA,NA,"winter",0,0,0,1,0,1,10,3,"reduced or no-till",0,1,46,"organic",NA,"mgha",1.504,350,0.5524326,"","",16.2,745,"surface","legume","legume","grass","grass",65.03,21.8,13.17,NA,6,1,NA,10,46,21
"87",87,"deCa",327,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",5.945454545,5.609756098,0.6497219286,0.6130366522,1,1.1,1.23,3.27,3.45,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"reduced or no-till",0,1,60,NA,NA,"gkg",-0.058,-6,0.0079615,"","",19.3,1752,"surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
"88",88,"deCa",328,"10.1590/S0100-06832011000300016","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",2.718446602,3.633027523,0.297073059,0.3970188706,1,1.03,1.09,1.4,1.98,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",NA,NA,NA,NA,4.5,"water","fall",0,0,1,0,"FUNDACEP",-28.6,-53.66666667,"wheat, soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,19,3,"conventional",1,0,60,NA,NA,"gkg",0.29,34,0.0079615,"","",19.3,1752,"surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,4.5,1,NA,19,60,9
"89",89,"Dube",395,"10.1016/j.still.2012.02.008","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"pom fraction",0,"POC",10.267459,16.360893,0.948894,0.949108,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.58,6.1,NA,"fall",0,0,1,0,"University of Fort Hare
research farm",-32.7666667,26.83333333,"corn",1,0,0,0,0,1,"oat or vetch",0,0,1,0,0,0,0,NA,NA,3.706498659,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,30,NA,NA,"gkg",0.466,59,0.0039688,"","",17.1,639,"surface","cereal","cereal","grass+legume","grass+legume",64.2,16,19.8,0.58,6.1,1,3.706498659,4,30,22
"90",90,"Dube",398,"10.1016/j.still.2012.02.008","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Africa",1,0,0,0,0,0,"South Africa","direct",1,0,"pom fraction",1,"POC",10.1955368,16.3240756,0.8740097,0.8029109,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,NA,64.2,16,19.8,0.58,6.1,NA,"fall",0,0,1,0,"University of Fort Hare
research farm",-32.7666667,26.83333333,"corn",1,0,0,0,0,1,"oat or vetch",0,0,1,0,0,0,0,NA,NA,3.706498659,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,30,NA,NA,"gkg",0.471,60,0.003256,"","",17.1,639,"surface","cereal","cereal","grass+legume","grass+legume",64.2,16,19.8,0.58,6.1,1,3.706498659,4,30,22
"91",91,"Duva",413,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",4.63,7.83,0.2529842341,0.4278329488,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"wheat",1,0,0,0,0,0,0,NA,NA,3.25,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.525,69,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.25,5,0,10
"92",92,"Duva",414,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",4.63,6.98,0.2529842341,0.381388759,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,3.27,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.41,51,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","grass","grass",10.2,69.9,19.9,1.66,NA,1,3.27,5,0,10
"93",93,"Duva",415,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",4.63,7.6,0.2529842341,0.4152656975,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,2.68,NA,"winter",0,0,0,1,0,2,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.496,64,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","grass+legume","grass+legume",10.2,69.9,19.9,1.66,NA,2,2.68,5,0,10
"94",94,"Duva",416,"10.1016/j.still.2016.04.006","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",4.63,6.16,0.2529842341,0.3365837758,1,1.33,1.33,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-25",10.2,69.9,19.9,1.66,NA,NA,NA,0,0,0,0,"Santa Fe",-32.9558333,-61.305,"soybean",0,1,0,0,0,1,"vetch",0,1,0,0,0,0,0,NA,NA,1.75,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.286,33,0.0019904,"wheat and oat fertilized with 51 kg N ha-1 as urea","",16.8,927,"surface","legume","legume","legume","legume",10.2,69.9,19.9,1.66,NA,1,1.75,5,0,10
"95",95,"Garc13",509,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,5.89,0.4229153287,0.6436618311,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sorghum-sudangrass",1,0,0,0,0,0,0,NA,NA,2.8305,NA,"spring",1,0,0,0,0,2,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.42,52,0.0019904,"","",20.6,1283,"surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,2,2.8305,3,0,23
"96",96,"Garc13",510,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,6.49,0.4229153287,0.7092300991,1,1.33,1.3,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"sunhemp",0,1,0,0,0,0,0,NA,NA,1.19475,NA,"spring",1,0,0,0,0,1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.517,68,0.0019904,"","",20.6,1283,"surface","legume","legume","legume","legume",46.2,9.95,43.85,1.81,5.3,1,1.19475,3,0,23
"97",97,"Garc13",511,"10.2136/sssaj2012.0310","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",3.87,6.55,0.4229153287,0.7157869259,1,1.33,1.29,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Oxisols",0,0,0,1,0,0,"0-20",46.2,9.95,43.85,1.81,5.3,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.41666639,"soybean",0,1,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,3.132,NA,"spring",1,0,0,0,0,1,3,12,"reduced or no-till",0,1,0,NA,NA,"gkg",0.526,69,0.0019904,"","",20.6,1283,"surface","legume","legume","grass","grass",46.2,9.95,43.85,1.81,5.3,1,3.132,3,0,23
"98",98,"Garc18",524,"10.1016/j.scitotenv.2017.11.240","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"Europe",0,0,0,1,0,0,"Spain","direct",1,0,"pom fraction",0,"POC",3.860358102,3.378604789,0.4218616578,0.3692154405,1,1.37,1.42,2.6443453,2.3988094,NA,NA,NA,0,5,"surface",1,0,0,"Alfisols",1,0,0,0,0,0,NA,49,24.13,26.88,0.69,NA,NA,"summer",0,1,0,0,"Belmonte de Tajo",40.2552778,-3.335277778,"grapevine",0,0,0,0,1,1,"brachypodium",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,12,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.133,-12,0.0019904,"","",13.7,440,"surface","perennial","perennial","grass","grass",49,24.13,26.88,0.69,NA,1,NA,3,NA,11
"99",99,"Guim",542,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.62,2.54,0.1770343237,0.2775723346,1,1.3366693,1.3359134,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"jack bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.45,57,0.0079615,"","",20,1519,"surface","perennial","perennial","legume","legume",40.75,19.5,39.75,1.06,5.35,1,NA,3,31.26,24
"100",100,"Guim",543,"10.1016/j.still.2020.104863","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.62,2.72,0.1770343237,0.297242815,1,1.3366693,1.325188,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Inceptisols",0,1,0,0,0,0,"0-20",40.75,19.5,39.75,1.06,5.35,NA,"winter",0,0,0,1,"Lavras",-21.2393889,-44.96905556,"olive",0,0,0,0,1,1,"pearl millet, brown hemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,2,3,3,NA,0,0,31.26,"inorganic",NA,"gkg",0.518,68,0.0079615,"","",20,1519,"surface","perennial","perennial","grass+legume","grass+legume",40.75,19.5,39.75,1.06,5.35,2,NA,3,31.26,24
"101",101,"Hang",570,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.34,0.39,0.01857767594,0.02130968711,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean",0,1,0,0,0,1,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.137,15,0.0019904,"","",17.2,794,"surface","legume","legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,12
"102",102,"Hang",571,"10.1016/j.still.2007.06.004","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.34,0.37,0.01857767594,0.02021688264,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Manfredi Experimental station",-31.8166667,-63.6,"soybean, corn",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,NA,3,"reduced or no-till",0,1,NA,NA,NA,"gkg",0.085,9,0.0019904,"","",17.2,794,"surface","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,NA,NA,NA,12
"105",105,"Mart",763,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",6.17994797,7.617803008,0.6753474747,0.8324769155,1,1.33,1.33,4.1096654,5.065839,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.209,23,0.0079615,"","",16.5,885,"surface","legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,13
"106",106,"Mart",764,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",7.64605748,9.980479528,0.8355645769,1.090671261,1,1.27,1.27,4.8552465,6.3376045,NA,NA,NA,0,5,"surface",1,0,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,2.67,5.4,"water","fall",0,0,1,0,"Balcarce",-37.75,-58.3,"soybean",0,1,0,0,0,1,"oats",1,0,0,0,0,0,0,1.95,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.266,31,0.0079615,"","",14,827,"surface","legume","legume","grass","grass",NA,NA,NA,2.67,5.4,1,NA,4,0,13
"107",107,"Nasc",844,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",5.07,3.43,0.5540518648,0.3748319322,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.391,-32,0.0079615,"","",22.8,1442,"surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"108",108,"Nasc",845,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",5.07,5,0.5540518648,0.5464022335,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria ruziziensis",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.014,-1,0.0079615,"","",22.8,1442,"surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"109",109,"Nasc",846,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",5.07,3.87,0.5540518648,0.4229153287,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.27,-24,0.0079615,"","",22.8,1442,"surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"110",110,"Nasc",847,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",5.07,1.77,0.5540518648,0.1934263907,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-1.052,-65,0.0079615,"","",22.8,1442,"surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"111",111,"Nasc",848,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","indirect",0,1,"pom fraction",0,"POC",2.73,1.63,0.2983356195,0.1781271281,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"conventional",1,0,55,"organic",NA,"gkg",-0.516,-40,0.0079615,"","",22.8,1442,"surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"112",112,"Nasc",864,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",14.57,13.1,0.7961080542,0.7157869259,1,NA,NA,NA,NA,NA,NA,NA,0,5,"surface",1,0,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Panicum maximum",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.106,-10,0.0019904,"","",22.8,1442,"surface","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
