"","X","StudyID","Obs.ID","DOI","DispersingAgent","DispersingAgent.SodiumHex","DispersingAgent.OtherSolution","DispersingAgent.GlassBeads","DispersingAgent.Sonication","DispersingAgent.Combo","FractionationMethod","FractionationMethod.Size","FractionationMethod.Density","FractionationMethod.SizeAndDensity","Continent","Continent.Africa","Continent.Asia","Continent.Australia","Continent.Europe","Continent.NorthAmerica","Continent.SouthAmerica","country","ResponseCalc","ResponseCalc.Direct","ResponseCalc.Indirect","rv.type","summed","rv","mean.control.in.g.kg.1","mean.treatment.in.g.kg.1","sd.control.in.g.kg..1","sd.treatment.in.g.kg.1","sd.imputed.in.g.kg.1","control.BD..Mg.m.3.","treat.BD..Mg.m.3.","mean.control.in.Mg.ha.1","mean.treatment.in.Mg.ha.1","sd.control.in.Mg.ha.1","sd.treatment.in.Mg.ha.1","sd.imputed.in.Mg.ha.1","depth.upper.limit..cm.","depth.lower.limit..cm.","depth.type","depth.surface","depth.subsoil","depth.deepsoil","soilorder","soilorder.Alfisols","soilorder.Inceptisols","soilorder.Mollisols","soilorder.Oxisols","soilorder.Spodosols","soilorder.Ultisols","Baseline.depth..cm.","Baseline...sand","Baseline...silt","Baseline...clay","Baseline.TOC..","Baseline.pH","pH.method","SoilCollectionSeason","SoilCollectionSeason.spring","SoilCollectionSeason.summer","SoilCollectionSeason.fall","SoilCollectionSeason.winter","location.name","lat.decimal","long.decimal","maincrop","maincrop.cereal","maincrop.legume","maincrop.cereallegume","maincrop.otherrowcrop","maincrop.perennial","number.of.crop.species.in.control","cover.crop.added","ccadded.grass","ccadded.legume","ccadded.grasslegume","ccadded.brassica","ccadded.grassbrassica","ccadded.legumebrassica","ccadded.grasslegumebrassica","total.C.inputs.cover.crops..Mg.ha.1.yr.1.","bg.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.cover.crops..Mg.ha.1.yr.1.","ag.C.inputs.fallow..Mg.ha.1.yr.1.","ccseason","ccseason.spring","ccseason.summer","ccseason.fall","ccseason.winter","ccseason.yearround","number.crop.species.added","duration..yr.","reps","tillage","tillage.conventional","tillage.reducednotill","N.fertilization.rate..kg.ha.1.yr.1.","N.type","residue.removal....","logRR.type","logRR","percent.change","var","Further.notes","Further.notes.2","Temp","Prec","depth","maincrop.category","cropping.system","cover.crop.category","cover.crop","sand","silt","clay","toc","ph","species.added","ag.C.inputs","duration","nfert","StudyNum"
"1124",1124,"Nasc",881,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",7.12,6.32,0.3890383903,0.3453262116,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.119,-11,0.0019904,"","",22.8,1442,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"1125",1125,"Nasc",882,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",7.12,6.52,0.3890383903,0.3562542562,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"reduced or no-till",0,1,55,"organic",NA,"gkg",-0.088,-8,0.0019904,"","",22.8,1442,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"1126",1126,"Nasc",883,"10.1016/j.still.2013.02.008","other solution",0,1,0,0,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",1,"POC",5.92,5.79,0.3234701222,0.3163668932,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,NA,0,0,0,0,0,0,"0-20",NA,NA,NA,1.04,6.25,"water","fall",0,0,1,0,"Santo Antonio de Goias",-16.45,-49.28333333,"rice",1,0,0,0,0,1,"Brachiaria brizantha",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,2,3,"conventional",1,0,55,"organic",NA,"gkg",-0.022,-2,0.0019904,"","",22.8,1442,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,1.04,6.25,1,NA,2,55,14
"1127",1127,"Neto",929,"10.1016/j.geodrs.2020.e00347","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.4,1.1,0.1529926254,0.1202084914,1,1.4,1.3,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Oxisols",0,0,0,1,0,0,"0-20",46.9,9.1,44,0.75,4.2,"CaCl2","spring",1,0,0,0,"Botucatu",-22.8166667,-48.38333333,"soybean-corn-rice-common bean",0,0,1,0,0,4,"pearl millet,pigeon pea,sun hemp,lupine bean,sunhemp",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,5,7,4,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.241,-21,0.0059711,"","",20.6,1283,"subsoil","cereal+legume","cereal+legume","grass+legume","grass+legume",46.9,9.1,44,0.75,4.2,5,NA,7,NA,15
"1128",1128,"Rigo",954,"10.2489/jswc.2020.00188","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.9,2.5,0.2076328487,0.2732011168,1,1.37,1.37,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,"0-20",10.4,24.1,65,NA,4.8,"CaCl2","fall",0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"sunn hemp",0,1,0,0,0,0,0,NA,NA,NA,NA,"spring",1,0,0,0,0,1,12,4,"conventional",1,0,0,NA,NA,"gkg",0.274,32,0.0059711,"all plots got one of two winter cover crops (triticale or sunflower)","",20.6,1283,"subsoil","legume","legume","legume","legume",10.4,24.1,65,NA,4.8,1,NA,12,0,40
"1129",1129,"Rigo",955,"10.2489/jswc.2020.00188","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.9,1.7,0.2076328487,0.1857767594,1,1.37,1.37,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,"0-20",10.4,24.1,65,NA,4.8,"CaCl2","fall",0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"forage sorghum",1,0,0,0,0,0,0,NA,NA,NA,NA,"spring",1,0,0,0,0,1,12,4,"conventional",1,0,0,NA,NA,"gkg",-0.111,-11,0.0059711,"all plots got one of two winter cover crops (triticale or sunflower)","",20.6,1283,"subsoil","legume","legume","grass","grass",10.4,24.1,65,NA,4.8,1,NA,12,0,40
"1130",1130,"Rigo",956,"10.2489/jswc.2020.00188","other solution",0,1,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",1.9,1.8,0.2076328487,0.1967048041,1,1.37,1.37,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Alfisols",1,0,0,0,0,0,"0-20",10.4,24.1,65,NA,4.8,"CaCl2","fall",0,0,1,0,"Botucatu, Sao Paulo",-22.8166667,-48.41666667,"soybean",0,1,0,0,0,2,"pearl millet",1,0,0,0,0,0,0,NA,NA,NA,NA,"spring",1,0,0,0,0,1,12,4,"conventional",1,0,0,NA,NA,"gkg",-0.054,-5,0.0059711,"all plots got one of two winter cover crops (triticale or sunflower)","",20.6,1283,"subsoil","legume","legume","grass","grass",10.4,24.1,65,NA,4.8,1,NA,12,0,40
"1131",1131,"Sala",1076,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",1.1,1.2,0.25,0.1,NA,1.24,1.19,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.087,9,0.0195324,"row","",16.3,943,"subsoil","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,31,0,17
"1132",1132,"Sala",1077,"10.36783/18069657rbcs20200103","glass beads",0,0,1,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","direct",1,0,"pom fraction",1,"POC",0.7,1.3,0.3,0.1,NA,1.2,1.2,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",18.25,57.75,23.75,NA,NA,NA,"spring",1,0,0,0,"Pergamino Experimental Station",-33.85,-60.66666667,"soybean",0,1,0,0,0,1,"oat,vetch",0,0,1,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,2,31,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.619,86,0.0631969,"inter-row","",16.3,943,"subsoil","legume","legume","grass+legume","grass+legume",18.25,57.75,23.75,NA,NA,2,NA,31,0,17
"1133",1133,"Yao19",1291,"10.2136/sssaj2019.03.0089","combo",0,0,0,0,1,"size and density",0,0,1,"Asia",0,1,0,0,0,0,"China","direct",1,0,"pom fraction",0,"POC",3.435582,4.2229046,0.212520902,0.2125219413,NA,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,24,0.83,8.11,"water","summer",0,1,0,0,"Agricultural Technology Demonstration Center of Changwu County",35.2,107.7333333,"winter wheat",1,0,0,0,0,1,"Huai bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer",0,1,0,0,0,1,8,3,"conventional",1,0,101.25,NA,NA,"gkg",0.206,23,0.0021197,"","",10.8,588,"subsoil","cereal","cereal","legume","legume",NA,NA,24,0.83,8.11,1,NA,8,101.25,36
"1134",1134,"Yao19",1292,"10.2136/sssaj2019.03.0089","combo",0,0,0,0,1,"size and density",0,0,1,"Asia",0,1,0,0,0,0,"China","direct",1,0,"pom fraction",0,"POC",3.435582,3.6094066,0.212520902,0.1593909363,NA,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,24,0.83,8.11,"water","summer",0,1,0,0,"Agricultural Technology Demonstration Center of Changwu County",35.2,107.7333333,"winter wheat",1,0,0,0,0,1,"soybean",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer",0,1,0,0,0,1,8,3,"conventional",1,0,101.25,NA,NA,"gkg",0.049,5,0.0019255,"","",10.8,588,"subsoil","cereal","cereal","legume","legume",NA,NA,24,0.83,8.11,1,NA,8,101.25,36
"1135",1135,"Yao19",1293,"10.2136/sssaj2019.03.0089","combo",0,0,0,0,1,"size and density",0,0,1,"Asia",0,1,0,0,0,0,"China","direct",1,0,"pom fraction",0,"POC",3.435582,3.2924335,0.212520902,0.1593911095,NA,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,24,0.83,8.11,"water","summer",0,1,0,0,"Agricultural Technology Demonstration Center of Changwu County",35.2,107.7333333,"winter wheat",1,0,0,0,0,1,"mung bean",0,1,0,0,0,0,0,NA,NA,NA,NA,"summer",0,1,0,0,0,1,8,3,"conventional",1,0,101.25,NA,NA,"gkg",-0.043,-4,0.0020567,"","",10.8,588,"subsoil","cereal","cereal","legume","legume",NA,NA,24,0.83,8.11,1,NA,8,101.25,36
"1136",1136,"Zana",1340,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.31,0.38,0.03387693848,0.04152656975,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,0,"organic",NA,"gkg",0.204,23,0.0079615,"","",18.9,1381,"subsoil","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,3
"1137",1137,"Zana",1341,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.4,0.48,0.04371217868,0.05245461442,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"conventional",1,0,180,"organic",NA,"gkg",0.182,20,0.0079615,"","",18.9,1381,"subsoil","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,180,3
"1138",1138,"Zana",1342,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.25,0.27,0.02732011168,0.02950572061,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,0,"organic",NA,"gkg",0.077,8,0.0079615,"","",18.9,1381,"subsoil","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,0,3
"1139",1139,"Zana",1343,"10.1590/1678-992X-2017-0322","sonication",0,0,0,1,0,"density",0,1,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.29,0.33,0.03169132954,0.03606254741,1,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",54,24,22,NA,NA,NA,"spring",1,0,0,0,"Southern Brazil",-30.8333333,-51.63333333,"oats,maize",1,0,0,0,0,2,"vetch,cowpea",0,1,0,0,0,0,0,NA,NA,NA,NA,"winter and summer",0,1,0,1,0,2,18,3,"reduced or no-till",0,1,180,"organic",NA,"gkg",0.129,14,0.0079615,"","",18.9,1381,"subsoil","cereal","cereal","legume","legume",54,24,22,NA,NA,2,NA,18,180,3
"1140",1140,"Ande",17,"10.1002/saj2.20358","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POM",4.5,4.3,2.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Field I",41.1710278,-96.49555,"corn-soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,0.19479375,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,22.4,"inorganic",NA,"gkg",-0.045,-4,0.1276407,"cc planted every other year after corn, not after soybean","",10.1,773,"subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.19479375,5,22.4,26
"1141",1141,"Ande",18,"10.1002/saj2.20358","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POM",3.6,3.5,1.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,10,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"spring",1,0,0,0,"Field II",41.1710278,-96.49555,"corn-soybean",0,0,1,0,0,2,"oat",1,0,0,0,0,0,0,NA,NA,0.09585,NA,"winter",0,0,0,1,0,1,5,3,"reduced or no-till",0,1,22.4,"inorganic",NA,"gkg",-0.028,-3,0.0763922,"cc planted every other year after corn, not after soybean","",10.1,773,"subsoil","cereal+legume","cereal+legume","grass","grass",NA,NA,NA,NA,NA,1,0.09585,5,22.4,26
"1214",1214,"Cate",228,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.02,1.69,0.5590169944,0.491934955,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"bluegrass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,5,"conventional",1,0,NA,NA,0,"gkg",-0.178,-16,0.0322633,"harvested for grain","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1215",1215,"Cate",229,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",2.02,1.33,0.5590169944,0.3354101966,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,3,5,"conventional",1,0,NA,NA,0,"gkg",-0.418,-34,0.0280369,"harvested for grain","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1216",1216,"Cate",230,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",1.37,1.26,0.2236067977,0.201246118,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"bluegrass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,5,"conventional",1,0,NA,NA,100,"gkg",-0.084,-8,0.01043,"harvested for silage","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1217",1217,"Cate",231,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POC",1.37,1.22,0.2236067977,0.2459674775,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,3,5,"conventional",1,0,NA,NA,100,"gkg",-0.116,-11,0.0134575,"harvested for silage","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1218",1218,"Cate",236,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POM",55.6,52.5,8.720665112,8.94427191,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"bluegrass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,5,"conventional",1,0,NA,NA,0,"gkg",-0.057,-6,0.0107252,"harvested for grain","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1219",1219,"Cate",237,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POM",55.6,48.1,8.720665112,6.93181073,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,3,5,"conventional",1,0,NA,NA,0,"gkg",-0.145,-13,0.0090738,"harvested for grain","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1220",1220,"Cate",238,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POM",47.3,52.8,4.024922359,3.577708764,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"bluegrass",1,0,0,0,0,0,0,NA,NA,NA,NA,"year-round",0,0,0,0,1,1,3,5,"conventional",1,0,NA,NA,100,"gkg",0.11,12,0.0023665,"harvested for silage","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1221",1221,"Cate",239,"10.1016/j.agee.2019.106649","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"North America",0,0,0,0,1,0,"USA","direct",1,0,"pom fraction",0,"POM",47.3,51.1,4.024922359,10.2859127,NA,NA,NA,NA,NA,NA,NA,NA,10,25,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"fall",0,0,1,0,"Arlington Agricultural Research Station",43.2958333,-89.38,"maize",1,0,0,0,0,1,"rye",1,0,0,0,0,0,0,NA,NA,NA,NA,"winter",0,0,0,1,0,1,3,5,"conventional",1,0,NA,NA,100,"gkg",0.077,8,0.0095517,"harvested for silage","",7.5,804,"subsoil","cereal","cereal","grass","grass",NA,NA,NA,NA,NA,1,NA,3,NA,38
"1239",1239,"Baye09",120,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.2068965517,0.1898734177,0.02260974759,0.02074945191,NA,1.45,1.58,NA,NA,NA,NA,NA,15,20,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"oat, vetch",0,0,1,0,0,0,0,NA,NA,1.69,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.086,-8,0.0119422,"","",19.4,1654,"subsoil","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.69,8,NA,2
"1240",1240,"Baye09",121,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.2068965517,0.1219512195,0.02260974759,0.01332688374,NA,1.45,1.64,NA,NA,NA,NA,NA,15,20,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"ryegrass, vetch",0,0,1,0,0,0,0,NA,NA,1.35,0.72,"winter",0,0,0,1,0,2,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.529,-41,0.0119422,"","",19.4,1654,"subsoil","cereal","cereal","grass+legume","grass+legume",66,25.3,8.7,NA,NA,2,1.35,8,NA,2
"1241",1241,"Baye09",122,"10.1080/00103620902820365","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Brazil","direct",1,0,"pom fraction",0,"POC",0.2068965517,0.1242236025,0.02260974759,0.01357521077,NA,1.45,1.61,NA,NA,NA,NA,NA,15,20,"subsoil",0,1,0,"Ultisols",0,0,0,0,0,1,"0-20",66,25.3,8.7,NA,NA,NA,"spring",1,0,0,0,"Santa Maria, Rio Grande do Sul",-29.75,-53.7,"corn",1,0,0,0,0,1,"mucuna",0,1,0,0,0,0,0,NA,NA,2,0.72,"summer",0,1,0,0,0,1,8,2,"reduced or no-till",0,1,NA,NA,NA,"gkg",-0.51,-40,0.0119422,"","",19.4,1654,"subsoil","cereal","cereal","legume","legume",66,25.3,8.7,NA,NA,1,2,8,NA,2
"1242",1242,"Mart",771,"10.1111/sum.12547","sodium hexametaphosphate",1,0,0,0,0,"size",1,0,0,"South America",0,0,0,0,0,1,"Argentina","indirect",0,1,"pom fraction",0,"POC",1.441919173,1.859851128,0.1575735713,0.203245362,1,1.33,1.33,0.95887625,1.236801,NA,NA,NA,15,20,"subsoil",0,1,0,"Mollisols",0,0,1,0,0,0,"0-20",NA,NA,NA,1.52,5.8,"water","fall",0,0,1,0,"Santa Fe",-33.25,-61.55,"soybean",0,1,0,0,0,1,"triticale",1,0,0,0,0,0,0,4.175,NA,NA,NA,"winter",0,0,0,1,0,1,4,3,"reduced or no-till",0,1,0,NA,NA,"gkg",0.255,29,0.0079615,"","",16.5,885,"subsoil","legume","legume","grass","grass",NA,NA,NA,1.52,5.8,1,NA,4,0,13
